label,text,lang
0,"せっかく 買った の に DOCOMO の F-01F と 相性 が 悪い の か マント 解除 や 認識 し なかったり して に なり 不 具合 です 。  無 期限 保証 です が これ でも 保証 して る れ る の か と 確認 し たい のです が 確認 方法 が わから ない ヽ ( ； ▽ ； ) ノ
",jpn
1,Εξερετικο (θετικά)ΉχοςΦωτογραφίες SmoothΤρομακτικά γρήγορο Αρνητικά Θα μπορούσε να κρατάει λίγο παραπάνω η μπαταρία,ell
0,"プリンター 自体 は 大変 良い 商品 です が 、 インク の 消耗 が 早く 、 値段 が 高い の が 残念です 。 でも 助かって いる の は 事実 です ！
",jpn
1,"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .",eng
0,เสียชื่อฟอร์จูนเนอร์หมด รถไม่มีเซนเซอร์หลัง รุ่นไหนอ่ะ,tha
1,"giá này là giá ở TQ, về VN chắc lại đội giá tiếp ấy chứ. công nhận là đẹp thật",vie
0,_ ال حاج موسى موسى _ ال حاج اون ڨرو روح عڨب _ ل ارمي و _ ل افونير ديرو ا 40 اون,dza
0,"iPhone5S で 使って いる が 、 ときどき 、 この アクセサリー は 使用 でき ませ ん 、 と いった メッセージ が でて 使用 でき ない こと が ある 。 何度 か 抜き差し する と そのうち 認識 さ れる が 使い づらい 。 他 に ３ 種類 の ケーブル を 使って いる が 、 この ケーブル 以外 で 認識 さ れ ない こと は ない 。 ７ ヶ月 程 使って いる が 、 状況 は 変わら ない （ 良く も 悪く も なら ない ） 。  ロジテック の サポート センター に 電話 して も 一向に 繋がら ない ので 諦めた 。  （ 以下 、 追記 ）  結局 １ 年 の 保証 期間 内 に は サポート センター に 連絡 でき ず 、 そのまま 。  充電 器 に つなぐ 分 に は 問題 ない （ iPhone に よる 認証 が 行わ れ ない ） こと に 気付き 、 AC アダプタ を 使った 充電 専用 ケーブル に した 。  なお 、 同じ シリーズ の 長 さ 違い を 使って いる 。 こちら は もともと モバイル バッテリー 用 に 買った ので 問題 なし （ 単に 認証 が 行わ れて い ない だけ な ので 、 PC に つないだ 時 に は 問題 が 起きる の かも しれ ない が 、 確かめて い ない ） 。  サポート を 電話 だけ で は なく 、 ネット でも 受け付けて くれる のであれば ★ を もう 少し 増やす こと が できた かも しれ ない のだ が 。
",jpn
1,Kardesim icin aldim. 1 haftadir kullaniyor. Cok memnun.  Tavsiye ederimmm????,tur
0,дано не е тъп като Годзила,bul
